model,timeframe,dtype,coef,ci_lower,ci_upper,se
warrick_1990_lower,1990-2024,model_forcing,0.3381878688675979,0.3313877259329166,0.34498801180227917,0.00346946068095984
warrick_1990_median,1990-2024,model_time,0.03414901802605032,0.03357023202734152,0.03472780402475911,0.00029529897893305847
warrick_1990_median,1990-2024,model_forcing,0.757206037404053,0.7322892907196469,0.7821227840884591,0.012712625859390885
warrick_1990_upper,1990-2024,model_time,0.058267832068627276,0.05662287323257037,0.05991279090468418,0.0008392647122739317
warrick_1990_upper,1990-2024,model_forcing,0.9624090889484771,0.9119261739224394,1.0128920039745148,0.02575658929899885
jastrow_1991_lower,1991-2024,model_time,0.0039833801440884485,0.00385959355381583,0.0041071667343610665,6.315642360847867e-05
jastrow_1991_lower,1991-2024,model_forcing,0.061989313829780644,0.06198931382978064,0.06198931382978065,3.540251991789402e-18
jastrow_1991_average,1991-2024,model_time,0.010954295396243235,0.010613882103088087,0.011294708689398384,0.00017368025160976986
jastrow_1991_average,1991-2024,model_forcing,0.17047061303189676,0.17047061303189676,0.17047061303189676,0.0
jastrow_1991_upper,1991-2024,model_time,0.017925210648398016,0.017368170656382135,0.018482250640413898,0.00028420407755912316
jastrow_1991_upper,1991-2024,model_forcing,0.2789519122340129,0.2789399921916129,0.27896383227641286,6.0816542856995e-06
bongaarts_1992,1992-2024,model_time,0.024024974945186666,0.022418842915043573,0.02563110697532976,0.0008194551174199453
bongaarts_1992,1992-2024,model_forcing,0.6417972353141755,0.6112492079109837,0.6723452627173674,0.015585728266934615
cubasch_1992,1992-2024,model_time,0.023569218308823033,0.02068859325265223,0.026449843364993834,0.0014697066613116336
cubasch_1992,1992-2024,model_forcing,0.36388517237325735,0.30865900131347035,0.41911134343304435,0.02817661788764643
hoffert_1992_lower,1992-2024,model_time,0.020312499999999623,0.02031249999999919,0.020312500000000056,2.2126574948683764e-16
hoffert_1992_lower,1992-2024,model_forcing,0.31390713510013507,0.2975504251888073,0.33026384501146283,0.008345260158840694
hoffert_1992_median,1992-2024,model_time,0.023749999999999563,0.02374999999999891,0.023750000000000215,3.3278368722820383e-16
hoffert_1992_median,1992-2024,model_forcing,0.367029881040158,0.3540353066289615,0.3800244554513545,0.006629884903671685
hoffert_1992_upper,1992-2024,model_time,0.027187499999999497,0.02718749999999893,0.027187500000000062,2.885305373308363e-16
hoffert_1992_upper,1992-2024,model_forcing,0.42015262698018085,0.39811635415725427,0.44218889980310744,0.011242996338227848
ipcc_1992_lower,1990-2024,model_time,0.016352790704481753,0.016207572239143455,0.01649800916982005,7.409105374402969e-05
ipcc_1992_lower,1990-2024,model_forcing,0.3464693550591271,0.3432339567457621,0.3497047533724921,0.001650713425186225
ipcc_1992_average,1990-2024,model_time,0.024861238882072763,0.02454421312172704,0.025178264642418485,0.00016174783691108287
ipcc_1992_average,1990-2024,model_forcing,0.5267546734249958,0.5203809541581917,0.5331283926917999,0.003251897585104122
ipcc_1992_upper,1990-2024,model_time,0.037279930227170764,0.03704935764479902,0.03751050280954251,0.00011763907263864612
ipcc_1992_upper,1990-2024,model_forcing,0.789865537063211,0.7804109434792637,0.7993201306471585,0.004823772236707858
kim_1992,1992-2024,model_time,0.02439596197894336,0.023182324996666316,0.025609598961220406,0.0006192025419780842
kim_1992,1992-2024,model_forcing,0.3778970189289862,0.3712063877766545,0.3845876500813179,0.003413587322618217
nordhaus_1992,1992-2024,model_time,0.02107860610695146,0.020284489963960647,0.021872722249942276,0.0004051612974442932
nordhaus_1992,1992-2024,model_forcing,0.6213496385411196,0.6080653680812,0.6346339090010391,0.0067776890101630275
rao_1992,1992-2024,model_time,0.030364705776068986,0.02994430466303057,0.030785106889107402,0.00021449036379511032
rao_1992,1992-2024,model_forcing,0.5883964368928113,0.566005236788535,0.6107876369970876,0.01142408168585526
roeckner_1992,1992-2024,model_time,0.024357690436496812,0.01207989239517545,0.036635488477818175,0.006264182674143553
roeckner_1992,1992-2024,model_forcing,0.3784132411859174,0.19869142117571648,0.5581350611961183,0.09169480612765353
wigley _1992,1992-2024,model_time,0.018488881697192164,0.01797452296258866,0.019003240431795666,0.00026242792581811355
wigley _1992,1992-2024,model_forcing,0.44562163776201846,0.4177746816320501,0.4734685938919868,0.01420763067855528
manabe_1993,1992-2024,model_time,0.027336229946523627,0.02225080630706355,0.0324216535859837,0.002594603897683712
manabe_1993,1992-2024,model_forcing,0.5115073808304522,0.4077482830377672,0.6152664786231372,0.05293831520034949
ipcc_1995_lower,1995-2024,model_time,0.00862291434927689,0.007998834163898403,0.009246994534655375,0.0003184082578461663
ipcc_1995_lower,1995-2024,model_forcing,0.27687152567528817,0.2704021764279836,0.28334087492259274,0.003300688391481928
ipcc_1995_average,1995-2024,model_time,0.013012235817574937,0.01278264906792159,0.013241822567228284,0.00011713609676191159
ipcc_1995_average,1995-2024,model_forcing,0.33331905226966674,0.32740677536737123,0.33923132917196225,0.003016467807293628
ipcc_1995_upper,1995-2024,model_time,0.019223581757508133,0.017691767501000592,0.020755396014015673,0.0007815378859732349
ipcc_1995_upper,1995-2024,model_forcing,0.471901077050094,0.45109464576342573,0.49270750833676225,0.010615526166667479
ipcc_2001_lower,2000-2024,model_time,0.014069230769230643,0.002623892851606611,0.025514568686854675,0.005839458121236751
ipcc_2001_lower,2000-2024,model_forcing,0.38131084446456864,0.319230412492709,0.4433912764364283,0.03167368978156104
ipcc_2001_average,2000-2024,model_time,0.01725384615384602,0.016678583403090457,0.01782910890460158,0.00029350140344671527
ipcc_2001_average,2000-2024,model_forcing,0.4676703645007924,0.43890290076180927,0.49643782823977556,0.014677277417848545
ipcc_2001_upper,2000-2024,model_time,0.028884615384615148,0.0267617726972768,0.031007458071953497,0.0010830830037440557
ipcc_2001_upper,2000-2024,model_forcing,0.7812202852614897,0.6305997500301522,0.9318408204928271,0.0768472118527232
ipcc_2007_lower,2000-2024,model_time,0.015756796307692153,0.011989275068251305,0.019524317547133,0.0019222047140004328
ipcc_2007_lower,2000-2024,model_forcing,0.3921874230661304,0.28991382224621576,0.49446102388604507,0.052180408581589115
ipcc_2007_average,2000-2024,model_time,0.020934622030769057,0.01920511289071952,0.022664131170818596,0.0008824026224742543
ipcc_2007_average,2000-2024,model_forcing,0.5027019479001029,0.3487628176885514,0.6566410781116544,0.07854037255691404
ipcc_2007_upper,2000-2024,model_time,0.026112439153845958,0.022877715641452665,0.02934716266623925,0.0016503691389761698
ipcc_2007_upper,2000-2024,model_forcing,0.6132162342156956,0.3340144439874597,0.8924180244439315,0.14244989297358973
